relation_semantique	forme_complete	GN1	GN2
r_has_causatif	séquelles de la tempête	séquelles	tempête
r_has_causatif	conséquences du tremblement	conséquences	tremblement
r_has_causatif	résultats du match	résultats	match
r_has_causatif	fruits de l'économie	fruits	économie
r_has_causatif	bénéfices du contrat	bénéfices	contrat
r_has_causatif	ravages du tsunami	ravages	tsunami
r_has_causatif	victimes de l'explosion	victimes	explosion
r_has_causatif	impacts du déraillement	impacts	déraillement
r_has_causatif	répercussions de la grève	répercussions	grève
r_has_causatif	dommages de l'incident	dommages	incident
r_has_causatif	échec de l'opération	échec	opération
r_has_causatif	succès de l'événement	succès	événement
r_has_causatif	ruines du bâtiment	ruines	bâtiment
r_has_causatif	pertes du marché	pertes	marché
r_has_causatif	gains du pari	gains	pari
r_has_causatif	dégâts de l'orage	dégâts	orage
r_has_causatif	retard du bus	retard	bus
r_has_causatif	blessures de l'accident domestique	blessures	accident domestique
r_has_causatif	effets de la catastrophe	effets	catastrophe
r_has_causatif	traces du vandalisme	traces	vandalisme
r_has_causatif	séquelles de l'incendie	séquelles	incendie
r_has_causatif	conséquences de la tempête	conséquences	tempête
r_has_causatif	résultats du vote	résultats	vote
r_has_causatif	fruits de l'investissement	fruits	investissement
r_has_causatif	bénéfices de la fusion	bénéfices	fusion
r_has_causatif	ravages de l'accident	ravages	accident
r_has_causatif	victimes du séisme	victimes	séisme
r_has_causatif	impacts du cyclone	impacts	cyclone
r_has_causatif	répercussions du retard	répercussions	retard
r_has_causatif	dommages du feu	dommages	feu
r_has_causatif	échec de l'expérience	échec	expérience
r_has_causatif	succès du tournoi	succès	tournoi
r_has_causatif	ruines de la ville	ruines	ville
r_has_causatif	pertes du conflit	pertes	conflit
r_has_causatif	gains du projet	gains	projet
r_has_causatif	dégâts du tremblement	dégâts	tremblement
r_has_causatif	retard du chantier	retard	chantier
r_has_causatif	blessures de l'accident de chantier	blessures	accident de chantier
r_has_causatif	effets de la pollution industrielle	effets	pollution industrielle
r_product_of	roman de Zola	roman	Zola
r_product_of	symphonie de Beethoven	symphonie	Beethoven
r_product_of	tableau de Picasso	tableau	Picasso
r_product_of	film de Spielberg	film	Spielberg
r_product_of	théorie d'Einstein	théorie	Einstein
r_product_of	poème de Baudelaire	poème	Baudelaire
r_product_of	invention de Tesla	invention	Tesla
r_product_of	découverte de Pasteur	découverte	Pasteur
r_product_of	œuvre de Mozart	œuvre	Mozart
r_product_of	création de Dior	création	Dior
r_product_of	design de Philippe Starck	design	Philippe Starck
r_product_of	recette du chef	recette	chef
r_product_of	modèle de l'architecte	modèle	architecte
r_product_of	chanson de Brel	chanson	Brel
r_product_of	sculpture de Rodin	sculpture	Rodin
r_product_of	brevet de l'inventeur	brevet	inventeur
r_product_of	partition de Chopin	partition	Chopin
r_product_of	plan de l'ingénieur	plan	ingénieur
r_product_of	chorégraphie de Béjart	chorégraphie	Béjart
r_product_of	collection de Chanel	collection	Chanel
r_product_of	roman de Hugo	roman	Hugo
r_product_of	symphonie de Tchaïkovski	symphonie	Tchaïkovski
r_product_of	tableau de Monet	tableau	Monet
r_product_of	film de Tarantino	film	Tarantino
r_product_of	théorie de Newton	théorie	Newton
r_product_of	poème de Rimbaud	poème	Rimbaud
r_product_of	invention de Edison	invention	Edison
r_product_of	découverte de Curie	découverte	Curie
r_product_of	œuvre de Beethoven	œuvre	Beethoven
r_product_of	création de Vuitton	création	Vuitton
r_product_of	design de Le Corbusier	design	Le Corbusier
r_product_of	recette du pâtissier	recette	pâtissier
r_product_of	modèle de Gaudi	modèle	Gaudi
r_product_of	chanson de Gainsbourg	chanson	Gainsbourg
r_product_of	sculpture de Giacometti	sculpture	Giacometti
r_product_of	brevet de Marconi	brevet	Marconi
r_product_of	partition de Vivaldi	partition	Vivaldi
r_product_of	plan de Le Nôtre	plan	Le Nôtre
r_product_of	chorégraphie de Nureyev	chorégraphie	Nureyev
r_product_of	collection de Givenchy	collection	Givenchy
r_product_of	roman de Proust	roman	Proust
r_product_of	symphonie de Mahler	symphonie	Mahler
r_product_of	tableau de Dali	tableau	Dali
r_product_of	film de Hitchcock	film	Hitchcock
r_product_of	théorie de Darwin	théorie	Darwin
r_product_of	poème de Verlaine	poème	Verlaine
r_product_of	invention de Wright	invention	Wright
r_product_of	découverte de Fleming	découverte	Fleming
r_product_of	œuvre de Bach	œuvre	Bach
r_product_of	création de Prada	création	Prada
r_product_of	design de Zaha Hadid	design	Zaha Hadid
r_product_of	recette du chef étoilé	recette	chef étoilé
r_product_of	modèle de Le Corbusier	modèle	Le Corbusier
r_product_of	chanson de Brassens	chanson	Brassens
r_product_of	sculpture de Michel-Ange	sculpture	Michel-Ange
r_product_of	brevet du physicien	brevet	Watt
r_product_of	partition de Liszt	partition	Liszt
r_product_of	plan de Eiffel	plan	Eiffel
r_product_of	chorégraphie de Balanchine	chorégraphie	Balanchine
r_product_of	collection de Hermès	collection	Hermès
r_product_of	roman de Camus	roman	Camus
r_product_of	symphonie de Schubert	symphonie	Schubert
r_product_of	tableau de Renoir	tableau	Renoir
r_product_of	film de Kubrick	film	Kubrick
r_product_of	théorie de Bohr	théorie	Bohr
r_product_of	poème de Mallarmé	poème	Mallarmé
r_product_of	invention de Faraday	invention	Faraday
r_product_of	découverte de Darwin	découverte	Darwin
r_product_of	œuvre de Haydn	œuvre	Haydn
r_product_of	création de l'artiste	création	Saint Laurent
r_product_of	design de Norman Foster	design	Norman Foster
r_product_of	recette du chef pâtissier	recette	chef pâtissier
r_product_of	modèle de Frank Lloyd Wright	modèle	Frank Lloyd Wright
r_product_of	chanson de Piaf	chanson	Piaf
r_product_of	sculpture de Bernini	sculpture	Bernini
r_product_of	brevet de Graham Bell	brevet	Graham Bell
r_product_of	partition de Schumann	partition	Schumann
r_product_of	plan de Haussmann	plan	Haussmann
r_product_of	chorégraphie de Martha Graham	chorégraphie	Martha Graham
r_product_of	collection de Dior	collection	Dior
r_product_of	roman de Balzac	roman	Balzac
r_product_of	symphonie de Rachmaninov	symphonie	Rachmaninov
r_product_of	tableau de Matisse	tableau	Matisse
r_product_of	film de Leone	film	Leone
r_product_of	théorie de Maxwell	théorie	Maxwell
r_product_of	poème de Hugo	poème	Hugo
r_product_of	invention de Morse	invention	Morse
r_product_of	découverte de Galilée	découverte	Galilée
r_product_of	œuvre de Chopin	œuvre	Chopin
r_product_of	création de Chanel	création	Chanel
r_product_of	design de Dieter Rams	design	Dieter Rams
r_product_of	recette du chef cuisinier	recette	chef cuisinier
r_product_of	modèle de Le Corbusier	modèle	Le Corbusier
r_product_of	chanson de Nougaro	chanson	Nougaro
r_product_of	sculpture de Rodin	sculpture	Rodin
r_product_of	brevet de Edison	brevet	Edison
r_product_of	partition de Mozart	partition	Mozart
r_product_of	plan de Gaudi	plan	Gaudi
r_product_of	chorégraphie de Béjart	chorégraphie	Béjart
r_product_of	collection de Versace	collection	Versace
r_topic	film d'horreur	film	horreur
r_topic	livre de cuisine	livre	cuisine
r_topic	cours de mathématiques	cours	mathématiques
r_topic	magazine de mode	magazine	mode
r_topic	émission de télévision	émission	télévision
r_topic	article de sport	article	sport
r_topic	restaurant de sushis	restaurant	sushis
r_topic	musée d'art moderne	musée	art moderne
r_topic	festival de musique	festival	musique
r_topic	conférence de presse	conférence	presse
r_topic	débat de société	débat	société
r_topic	histoire d'amour	histoire	amour
r_topic	roman de science-fiction	roman	science-fiction
r_topic	documentaire de nature	documentaire	nature
r_topic	exposition de photographie	exposition	photographie
r_topic	manuel de français	manuel	français
r_topic	guide de voyage	guide	voyage
r_topic	blog de technologie	blog	technologie
r_topic	forum de discussion	forum	discussion
r_topic	site de commerce	site	commerce
r_topic	film de comédie	film	comédie
r_topic	livre d'histoire	livre	histoire
r_topic	cours de physique	cours	physique
r_topic	magazine de voyage	magazine	voyage
r_topic	émission de radio	émission	radio
r_topic	article de politique	article	politique
r_topic	restaurant de cuisine italienne	restaurant	italienne
r_topic	musée d'histoire naturelle	musée	histoire naturelle
r_topic	festival de cinéma	festival	cinéma
r_topic	conférence de sciences	conférence	sciences
r_topic	débat de politique	débat	politique
r_topic	histoire de guerre	histoire	guerre
r_topic	roman d'aventure	roman	aventure
r_topic	exposition de peinture	exposition	peinture
r_topic	manuel de mathématiques	manuel	mathématiques
r_topic	guide de gastronomie	guide	gastronomie
r_topic	blog de mode	blog	mode
r_topic	forum de technologie	forum	technologie
r_topic	site d'éducation	site	éducation
r_topic	film de drame	film	drame
r_topic	livre de poésie	livre	poésie
r_topic	cours de chimie	cours	chimie
r_topic	magazine de sport	magazine	sport
r_topic	émission de culture	émission	culture
r_topic	article de santé	article	santé
r_topic	restaurant de gastronomie française	restaurant	gastronomie française
r_topic	musée de sciences	musée	sciences
r_topic	festival de théâtre	festival	théâtre
r_topic	conférence de l'environnement	conférence	environnement
r_topic	débat d'économie	débat	économie
r_topic	histoire de la littérature	histoire	littérature
r_topic	roman de fantaisie	roman	fantaisie
r_topic	documentaire d'immersion	documentaire	immersion
r_topic	exposition d'architecture	exposition	architecture
r_topic	manuel d'anglais	manuel	anglais
r_topic	guide de tourisme	guide	tourisme
r_topic	blog de photographie	blog	photographie
r_topic	forum de politique	forum	politique
r_topic	site d'actualités	site	actualités
r_topic	film d'aventure	film	aventure
r_topic	livre de science	livre	science
r_topic	cours de musique	cours	musique
r_topic	magazine d'art	magazine	art
r_topic	émission de sport	émission	sport
r_topic	article de culture	article	culture
r_topic	restaurant de cuisine chinoise	restaurant	cuisine chinoise
r_topic	musée du cinéma	musée	cinéma
r_topic	festival de pop	festival	pop
r_topic	fête du chocolat	fête	chocolat
r_topic	histoire de la musique	histoire	musique
r_topic	roman de philosophie	roman	philosophie
r_topic	documentaire d'art contemporain	documentaire	art contemporain
r_topic	exposition de sculpture	exposition	sculpture
r_topic	manuel de géographie	manuel	géographie
r_topic	guide de survie	guide	survie
r_topic	blog de chats	blog	chats
r_topic	forum d'éducation	forum	éducation
r_topic	site de voyage	site	voyage
r_topic	film de Noël	film	Noël
r_topic	livre d'apprentissage	livre	apprentissage
r_topic	cours de littérature	cours	littérature
r_topic	magazine de supermarché	magazine	supermarché
r_topic	émission d'information	émission	information
r_topic	article de recherche	article	recherche
r_topic	restaurant  de tapas	restaurant	tapas
r_topic	musée d'ethnographie	musée	ethnographie
r_topic	festival de danse	festival	danse
r_topic	fête de la connaissance	fête	connaissance
r_topic	débat de sociologie	débat	sociologie
r_topic	histoire de la planète	histoire	planète
r_topic	roman de mystère	roman	mystère
r_topic	documentaire de science fiction	documentaire	science fiction
r_topic	exposition de mode	exposition	mode
r_topic	manuel de physique	manuel	physique
r_topic	guide d'utilisation	guide	utilisation
r_topic	blog de bricolage	blog	bricolage
r_topic	forum de voyage	forum	voyage
r_topic	site de vente en ligne	site	vente en ligne
r_has_property-1	beauté du paysage	beauté	paysage
r_has_property-1	sagesse du vieillard	sagesse	vieillard
r_has_property-1	force du vent	force	vent
r_has_property-1	douceur de la soie	douceur	soie
r_has_property-1	fraîcheur du matin	fraîcheur	matin
r_has_property-1	chaleur de l'été	chaleur	été
r_has_property-1	tristesse de la séparation	tristesse	séparation
r_has_property-1	joie des retrouvailles	joie	retrouvailles
r_has_property-1	complexité du problème	complexité	problème
r_has_property-1	simplicité de la solution	simplicité	solution
r_has_property-1	importance de la décision	importance	décision
r_has_property-1	urgence de la situation	urgence	situation
r_has_property-1	rareté du diamant	rareté	diamant
r_has_property-1	valeur de l'or	valeur	or
r_has_property-1	profondeur de l'océan	profondeur	océan
r_has_property-1	hauteur de la montagne	hauteur	montagne
r_has_property-1	vitesse du train	vitesse	train
r_has_property-1	couleur du ciel	couleur	ciel
r_has_property-1	température de l'eau	température	eau
r_has_property-1	densité du métal	densité	métal
r_has_property-1	luminosité du soleil	luminosité	soleil
r_has_property-1	profondeur du lac	profondeur	lac
r_has_property-1	force de la rivière	force	rivière
r_has_property-1	douceur du velours	douceur	velours
r_has_property-1	fraîcheur de l'air	fraîcheur	air
r_has_property-1	chaleur du feu	chaleur	feu
r_has_property-1	tristesse de la perte	tristesse	perte
r_has_property-1	joie du succès	joie	succès
r_has_property-1	complexité du mécanisme	complexité	mécanisme
r_has_property-1	simplicité de l'explication	simplicité	explication
r_has_property-1	importance du projet	importance	projet
r_has_property-1	urgence de l'appel	urgence	appel
r_has_property-1	rareté du cristal	rareté	cristal
r_has_property-1	valeur de la peinture	valeur	peinture
r_has_property-1	profondeur de la forêt	profondeur	forêt
r_has_property-1	hauteur du bâtiment	hauteur	bâtiment
r_has_property-1	vitesse de l'avion	vitesse	avion
r_has_property-1	couleur de la fleur	couleur	fleur
r_has_property-1	température de l'air	température	air
r_has_property-1	densité du bois	densité	bois
r_has_property-1	luminosité de la lune	luminosité	lune
r_has_property-1	profondeur du puits	profondeur	puits
r_has_property-1	force du courant	force	courant
r_has_property-1	douceur du coton	douceur	coton
r_has_property-1	fraîcheur du vent	fraîcheur	vent
r_has_property-1	chaleur de la journée	chaleur	journée
r_has_property-1	tristesse du chagrin	tristesse	chagrin
r_has_property-1	souplesse de l'enfant	souplesse	enfant
r_has_property-1	complexité du système	complexité	système
r_has_property-1	simplicité du procédé	simplicité	procédé
r_has_property-1	importance de la mission	importance	mission
r_has_property-1	urgence du secours	urgence	secours
r_has_property-1	rareté du fossile	rareté	fossile
r_has_property-1	valeur du bijou	valeur	bijou
r_has_property-1	profondeur de la mer	profondeur	mer
r_has_property-1	hauteur de l'arbre	hauteur	arbre
r_has_property-1	vitesse du vent	vitesse	vent
r_has_property-1	couleur du drapeau	couleur	drapeau
r_has_property-1	température du four	température	four
r_has_property-1	densité de l'eau	densité	eau
r_has_property-1	luminosité de l'étoile	luminosité	étoile
r_has_property-1	profondeur du canyon	profondeur	canyon
r_has_property-1	force de l'orage	force	orage
r_has_property-1	douceur du miel	douceur	miel
r_has_property-1	fraîcheur de la brise	fraîcheur	brise
r_has_property-1	chaleur du soleil	chaleur	soleil
r_has_property-1	tristesse du deuil	tristesse	deuil
r_has_property-1	joie de la victoire	joie	victoire
r_has_property-1	complexité du puzzle	complexité	puzzle
r_has_property-1	simplicité du dessin	simplicité	dessin
r_has_property-1	importance du document	importance	document
r_has_property-1	urgence de la tâche	urgence	tâche
r_has_property-1	rareté de la perle	rareté	perle
r_has_property-1	valeur de la monnaie	valeur	monnaie
r_has_property-1	profondeur de la grotte	profondeur	grotte
r_has_property-1	hauteur de la falaise	hauteur	falaise
r_has_property-1	vitesse du cheval	vitesse	cheval
r_has_property-1	couleur du ciel nocturne	couleur	ciel nocturne
r_has_property-1	température du liquide	température	liquide
r_has_property-1	densité du béton	densité	béton
r_has_property-1	luminosité du phare	luminosité	phare
r_has_property-1	profondeur de l'abîme	profondeur	abîme
r_has_property-1	force du choc	force	choc
r_has_property-1	douceur de la laine	douceur	laine
r_has_property-1	fraîcheur du lac	fraîcheur	lac
r_has_property-1	chaleur du brasero	chaleur	brasero
r_has_property-1	tristesse de l'exil	tristesse	exil
r_has_property-1	joie de Noël	joie	Noël
r_has_property-1	complexité de l'énigme	complexité	énigme
r_has_property-1	simplicité de l'instruction	simplicité	instruction
r_has_property-1	importance du rôle	importance	rôle
r_has_property-1	urgence de l'intervention	urgence	intervention
r_has_property-1	rareté de la roche	rareté	roche
r_has_property-1	valeur de l'antiquité	valeur	antiquité
r_has_property-1	profondeur du fjord	profondeur	fjord
r_has_property-1	hauteur du gratte-ciel	hauteur	gratte-ciel
r_has_property-1	vitesse du courant	vitesse	courant
r_has_property-1	couleur du vêtement	couleur	vêtement
r_has_property-1	température de l'air ambiant	température	air ambiant
r_has_property-1	densité du sable	densité	sable
